,UID,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12
9132,UID09132,0,38,76,15,3,3,1,0,1,6,0,8,2
9133,UID09133,0,65,21,8,9,68,0,0,0,0,5,1,0
9134,UID09134,15,0,3,2,0,0,29,1,20,0,19,9,58
9135,UID09135,0,20,28,19,14,2,20,1,0,50,1,0,0
9136,UID09136,7,0,1,2,0,0,38,0,14,0,0,2,119
9137,UID09137,110,4,4,0,0,0,19,3,14,0,6,11,2
9138,UID09138,0,32,36,103,6,0,0,0,0,1,3,0,0
9139,UID09139,0,18,32,120,10,0,3,0,2,1,0,0,5
9140,UID09140,20,0,3,11,0,0,10,6,19,0,14,16,68
9141,UID09141,15,0,3,6,0,0,92,35,4,0,7,7,33
9142,UID09142,22,0,14,6,0,0,27,3,40,0,19,28,21
9143,UID09143,0,74,20,8,11,78,0,0,0,0,11,1,0
9144,UID09144,121,2,2,0,0,0,14,2,15,0,5,9,2
9145,UID09145,26,1,2,1,0,0,28,11,18,0,14,11,61
9146,UID09146,131,1,1,0,0,0,9,2,9,0,8,16,4
9147,UID09147,31,1,8,17,0,0,9,5,15,0,15,12,73
9148,UID09148,18,3,7,3,0,0,88,38,6,0,7,8,14
9149,UID09149,0,35,77,37,3,3,0,0,2,9,0,3,1
9150,UID09150,0,83,33,36,12,3,1,0,1,6,1,0,4
9151,UID09151,0,42,84,34,7,5,1,0,2,6,0,7,4
9152,UID09152,12,0,4,3,0,0,90,21,4,0,6,6,15
9153,UID09153,128,2,1,0,0,0,16,1,10,0,9,8,2
9154,UID09154,17,11,3,5,1,19,31,4,10,0,51,14,26
9155,UID09155,30,1,6,4,0,0,69,35,3,0,4,6,26
9156,UID09156,26,1,6,5,15,0,29,5,7,0,18,12,34
9157,UID09157,74,22,32,28,9,2,0,0,0,0,2,0,1
9158,UID09158,21,1,2,2,0,0,97,42,3,0,7,3,23
9159,UID09159,0,25,27,104,8,2,0,0,0,0,2,0,2
9160,UID09160,15,16,4,2,0,24,27,9,11,0,39,10,28
9161,UID09161,0,100,34,39,13,3,2,0,0,4,0,1,8
9162,UID09162,26,2,7,3,16,0,20,6,12,0,16,9,26
9163,UID09163,0,41,98,31,5,5,0,0,0,5,0,6,3
9164,UID09164,0,14,33,23,3,5,20,1,0,48,0,2,0
9165,UID09165,0,62,21,10,8,55,0,0,0,0,1,0,0
9166,UID09166,0,68,19,7,10,71,0,0,0,0,2,0,0
9167,UID09167,0,82,12,6,12,54,0,0,0,0,5,0,0
9168,UID09168,0,41,65,29,5,6,1,0,3,7,0,10,3
9169,UID09169,0,69,35,40,8,4,2,0,0,8,0,0,10
9170,UID09170,0,16,36,11,10,6,19,2,0,60,4,0,0
9171,UID09171,32,2,7,0,9,0,23,7,13,0,11,10,30
9172,UID09172,26,0,3,1,1,0,32,5,28,0,20,9,56
9173,UID09173,124,3,2,0,0,0,23,0,7,0,5,9,5
9174,UID09174,26,3,0,4,0,0,28,6,15,0,17,8,53
9175,UID09175,7,15,1,3,2,16,36,7,15,0,45,5,28
9176,UID09176,53,15,26,16,17,3,2,0,0,0,1,0,6
9177,UID09177,32,5,7,2,0,0,21,11,23,0,19,14,53
9178,UID09178,36,0,5,26,0,0,8,10,7,0,18,12,60
9179,UID09179,0,42,32,44,44,7,2,0,1,2,2,0,4
9180,UID09180,0,19,29,102,8,0,4,1,1,0,0,0,5
9181,UID09181,21,0,0,2,0,0,85,33,4,0,7,7,25
9182,UID09182,0,57,38,38,40,2,0,0,0,4,2,0,2
9183,UID09183,121,4,3,0,0,0,19,1,15,0,8,11,5
9184,UID09184,0,75,33,29,11,4,1,0,0,8,4,0,2
9185,UID09185,0,15,33,91,10,0,1,0,0,0,1,0,1
9186,UID09186,0,16,37,15,8,4,22,3,0,46,1,1,0
9187,UID09187,63,20,26,20,17,5,2,0,0,0,3,0,1
9188,UID09188,0,46,39,40,43,2,0,0,1,7,3,0,3
9189,UID09189,0,73,52,58,9,9,3,0,0,7,2,0,4
9190,UID09190,0,26,28,116,10,1,1,0,2,0,4,0,0
9191,UID09191,0,30,75,26,4,4,0,0,3,3,0,6,3
9192,UID09192,10,18,4,3,1,17,21,8,11,0,48,9,24
9193,UID09193,14,15,5,2,0,16,23,5,20,0,38,15,22
9194,UID09194,0,70,17,7,12,56,0,0,0,0,2,0,0
9195,UID09195,32,3,15,5,0,0,23,3,54,0,8,33,13
9196,UID09196,0,63,30,44,11,7,1,1,0,10,1,0,2
9197,UID09197,135,5,0,0,0,0,10,2,10,0,11,11,8
9198,UID09198,14,15,2,4,0,19,22,5,7,0,46,9,24
9199,UID09199,16,1,6,3,0,0,34,7,28,0,21,6,54
9200,UID09200,0,63,24,3,11,62,0,0,0,0,4,1,0
9201,UID09201,13,14,4,5,1,19,31,6,9,0,46,11,31
9202,UID09202,32,2,6,1,0,0,36,7,18,0,16,10,59
9203,UID09203,154,4,1,0,0,0,15,0,14,0,5,22,4
9204,UID09204,0,19,33,100,12,1,0,0,1,1,0,0,5
9205,UID09205,0,71,34,34,11,2,3,0,1,7,1,0,2
9206,UID09206,0,122,19,56,9,4,5,0,3,7,0,0,2
9207,UID09207,0,57,40,36,10,3,0,0,1,10,4,0,1
9208,UID09208,31,2,6,3,19,0,26,5,20,0,24,10,36
9209,UID09209,27,1,2,19,1,0,15,4,19,0,13,20,70
9210,UID09210,0,30,38,114,12,0,1,0,0,0,1,0,0
9211,UID09211,25,0,7,16,0,0,9,11,15,0,11,13,69
9212,UID09212,13,21,6,5,1,8,24,6,9,0,58,9,26
9213,UID09213,0,17,37,132,8,2,0,0,0,1,0,0,2
9214,UID09214,28,0,19,6,0,0,15,4,40,0,9,37,23
9215,UID09215,64,17,30,19,15,4,2,0,0,0,2,0,1
9216,UID09216,0,111,31,72,6,3,1,0,1,5,1,0,2
9217,UID09217,26,4,6,1,1,0,28,5,11,0,17,13,45
9218,UID09218,13,26,2,3,0,18,22,6,14,0,43,7,35
9219,UID09219,14,24,3,2,0,11,26,8,11,0,51,11,28
9220,UID09220,0,24,31,109,8,1,0,0,1,0,1,0,2
9221,UID09221,0,36,33,31,43,3,0,0,0,3,1,0,1
9222,UID09222,24,4,9,1,1,0,31,5,30,0,16,11,51
9223,UID09223,32,4,4,5,13,0,21,1,11,0,19,11,33
9224,UID09224,0,24,21,26,8,6,20,1,1,48,1,0,0
9225,UID09225,0,24,34,113,10,1,4,0,0,0,1,0,0
9226,UID09226,0,27,38,117,2,0,1,0,1,1,1,0,1
9227,UID09227,26,5,23,5,0,0,26,2,43,0,5,39,18
9228,UID09228,0,83,24,49,7,0,0,0,0,7,1,0,1
9229,UID09229,0,45,47,46,54,5,0,0,0,4,1,0,0
9230,UID09230,152,1,3,0,0,0,18,1,13,0,8,9,3
9231,UID09231,24,3,6,2,0,0,43,2,23,0,18,9,50
9232,UID09232,17,0,2,5,0,0,83,41,4,0,5,3,27
9233,UID09233,11,11,2,4,1,13,23,5,18,0,56,8,23
9234,UID09234,0,116,36,74,2,2,3,0,1,3,1,0,5
9235,UID09235,0,50,31,32,52,2,1,0,0,2,0,0,0
9236,UID09236,20,1,4,18,0,0,10,2,8,0,14,12,58
9237,UID09237,12,0,7,20,0,0,4,5,13,0,10,19,69
9238,UID09238,0,63,12,7,15,66,0,0,0,0,5,1,0
9239,UID09239,0,20,33,18,11,9,30,3,2,51,1,0,0
9240,UID09240,0,81,33,44,13,4,1,0,3,9,2,0,1
9241,UID09241,18,2,4,0,1,0,30,1,18,0,8,13,57
9242,UID09242,28,2,15,4,0,0,21,4,60,0,8,35,24
9243,UID09243,0,87,38,35,6,2,2,0,1,7,4,0,4
9244,UID09244,18,0,8,3,1,0,94,36,2,0,7,5,19
9245,UID09245,40,21,42,21,10,4,5,0,0,0,3,1,1
9246,UID09246,16,19,5,6,0,18,34,7,14,0,46,9,24
9247,UID09247,22,0,7,22,0,0,7,7,15,0,15,16,73
9248,UID09248,14,1,3,2,0,0,29,1,15,0,17,12,57
9249,UID09249,137,2,1,0,0,0,11,0,10,0,8,7,2
9250,UID09250,0,52,33,39,57,6,1,0,1,6,1,0,3
9251,UID09251,25,5,9,6,15,0,18,3,17,0,14,16,31
9252,UID09252,22,1,6,20,1,0,9,7,12,0,16,15,59
9253,UID09253,0,33,94,24,4,1,1,1,1,4,0,7,1
9254,UID09254,0,69,30,42,16,5,2,0,1,5,0,0,3
9255,UID09255,23,0,7,4,20,0,27,5,14,0,21,11,39
9256,UID09256,0,76,22,7,14,57,0,0,0,0,3,0,0
9257,UID09257,29,4,4,9,12,0,28,9,18,0,18,9,34
9258,UID09258,0,69,22,43,9,4,2,1,0,3,0,0,5
9259,UID09259,117,3,0,0,0,0,18,0,16,0,10,14,5
9260,UID09260,23,0,3,21,1,0,13,7,17,0,15,20,63
9261,UID09261,0,31,25,101,16,2,2,0,0,0,1,0,1
9262,UID09262,15,21,3,5,0,10,27,3,12,0,67,5,21
9263,UID09263,22,1,7,3,0,0,74,34,5,0,7,4,22
9264,UID09264,127,3,1,0,0,0,10,2,10,0,6,11,9
9265,UID09265,27,0,6,2,1,0,44,3,25,0,16,10,41
9266,UID09266,0,145,4,45,1,2,0,0,0,1,0,0,4
9267,UID09267,0,13,41,15,7,3,18,0,0,50,4,2,1
9268,UID09268,0,33,87,24,5,6,0,0,0,1,0,7,1
9269,UID09269,12,0,0,2,0,0,28,0,13,0,17,6,74
9270,UID09270,20,0,8,14,0,0,6,6,14,0,15,11,59
9271,UID09271,18,0,3,6,0,0,83,31,2,0,5,4,29
9272,UID09272,0,61,11,7,10,54,0,0,0,0,3,0,0
9273,UID09273,0,57,30,45,10,7,5,0,1,1,1,1,3
9274,UID09274,56,24,37,21,9,3,3,0,0,0,2,1,2
9275,UID09275,16,13,0,3,0,23,16,7,10,0,62,7,16
9276,UID09276,0,44,24,45,32,6,0,0,0,3,2,0,2
9277,UID09277,11,0,0,4,0,0,74,33,2,0,6,5,37
9278,UID09278,0,41,80,25,8,2,2,0,1,7,0,3,2
9279,UID09279,0,60,14,4,14,64,0,0,0,0,2,1,0
9280,UID09280,0,49,22,34,50,1,0,0,0,3,0,0,4
9281,UID09281,0,34,94,30,6,3,1,0,1,8,0,3,1
9282,UID09282,19,2,2,18,1,0,14,9,11,0,9,17,71
9283,UID09283,20,5,4,0,0,0,26,3,20,0,21,15,57
9284,UID09284,0,72,23,8,10,65,0,0,0,0,7,0,0
9285,UID09285,26,0,2,25,0,0,9,4,14,0,12,16,75
9286,UID09286,0,31,39,18,12,6,18,0,0,48,0,0,0
9287,UID09287,21,1,5,4,0,0,102,33,1,0,7,4,20
9288,UID09288,0,73,22,3,7,48,0,0,0,0,3,0,0
9289,UID09289,66,28,49,18,10,5,0,0,1,0,3,0,2
9290,UID09290,0,13,25,20,8,7,21,2,0,57,0,0,0
9291,UID09291,0,20,27,25,6,4,25,0,0,42,1,0,0
9292,UID09292,0,22,29,130,8,0,2,0,0,0,0,0,0
9293,UID09293,26,0,11,10,0,0,8,4,16,0,11,19,62
9294,UID09294,137,3,2,0,0,0,15,1,14,0,14,6,4
9295,UID09295,0,63,19,12,15,75,0,0,0,0,4,0,0
9296,UID09296,0,83,33,40,5,4,1,0,0,7,1,0,1
9297,UID09297,0,85,32,46,18,6,1,0,1,11,3,1,5
9298,UID09298,21,1,3,3,0,0,69,21,4,0,6,4,30
9299,UID09299,0,17,34,99,10,1,1,0,0,0,1,0,3
9300,UID09300,131,2,5,0,0,0,15,2,10,0,9,11,3
9301,UID09301,0,16,27,104,6,0,0,0,0,0,1,0,2
9302,UID09302,23,1,3,17,1,0,15,10,8,0,19,13,88
9303,UID09303,20,0,18,3,0,0,16,7,33,0,8,32,24
9304,UID09304,0,35,77,14,4,3,0,0,0,6,0,7,3
9305,UID09305,154,3,2,0,0,0,10,1,13,0,6,8,2
9306,UID09306,22,0,3,18,0,0,13,8,19,0,12,14,62
9307,UID09307,11,10,1,5,0,11,20,2,7,0,60,12,23
9308,UID09308,28,3,20,3,0,0,26,3,49,0,9,40,24
9309,UID09309,0,25,104,31,3,4,0,0,1,3,0,9,5
9310,UID09310,113,3,1,0,0,0,11,0,11,0,6,16,2
9311,UID09311,0,44,36,44,36,5,0,0,0,3,2,0,3
9312,UID09312,0,21,35,18,14,5,23,1,0,55,0,1,1
9313,UID09313,75,19,38,14,8,3,3,0,1,0,1,0,2
9314,UID09314,55,19,36,19,10,9,1,0,0,0,0,1,4
9315,UID09315,5,20,6,5,1,17,16,4,5,0,54,9,30
9316,UID09316,53,19,48,18,10,5,2,0,0,0,0,0,0
9317,UID09317,0,86,26,41,8,2,0,0,0,7,0,0,4
9318,UID09318,11,14,2,0,1,24,17,7,12,0,45,6,38
9319,UID09319,0,68,36,62,13,2,1,0,0,7,1,1,4
9320,UID09320,0,60,15,7,12,47,0,0,0,0,4,0,0
9321,UID09321,32,1,18,5,0,0,20,4,44,0,10,38,16
9322,UID09322,0,54,28,41,47,6,1,0,1,5,0,0,2
9323,UID09323,26,1,5,4,0,0,89,31,8,0,4,4,21
9324,UID09324,116,2,1,0,0,0,15,0,13,0,9,9,8
9325,UID09325,21,1,4,4,0,0,72,41,6,0,12,6,18
9326,UID09326,0,72,27,5,10,75,0,0,0,0,6,0,0
9327,UID09327,0,59,44,39,52,8,0,0,0,1,2,0,0
9328,UID09328,13,20,1,3,1,19,26,7,7,0,49,12,20
9329,UID09329,0,17,29,11,4,3,14,1,1,58,1,0,0
9330,UID09330,16,3,2,2,0,0,34,3,22,0,10,5,39
9331,UID09331,0,67,16,9,12,74,0,0,0,0,2,0,0
9332,UID09332,0,24,29,116,10,1,0,0,0,0,1,0,4
9333,UID09333,0,34,87,28,2,5,0,0,1,5,0,7,2
9334,UID09334,133,3,0,0,0,0,13,1,11,0,6,15,4
9335,UID09335,0,33,36,50,53,8,0,0,1,4,0,0,0
9336,UID09336,147,3,1,0,0,0,12,1,9,0,9,8,5
9337,UID09337,0,44,86,21,2,4,1,0,1,2,1,7,3
9338,UID09338,29,0,5,30,2,0,7,6,14,0,11,12,80
9339,UID09339,29,3,3,3,19,0,35,3,23,0,18,9,35
9340,UID09340,0,70,37,42,14,2,2,0,0,3,3,0,2
9341,UID09341,140,2,2,0,0,0,17,2,6,0,8,7,2
9342,UID09342,0,54,23,31,48,5,2,0,1,5,0,0,1
9343,UID09343,26,0,1,19,0,0,12,7,12,0,18,8,58
9344,UID09344,21,1,3,2,0,0,35,3,19,0,8,16,61
9345,UID09345,29,4,15,0,0,0,17,2,49,0,8,43,18
9346,UID09346,0,43,32,45,39,3,0,0,0,2,0,0,0
9347,UID09347,26,3,4,4,0,0,26,5,23,0,20,13,49
9348,UID09348,25,0,9,18,0,0,12,8,17,0,19,19,81
9349,UID09349,68,15,34,19,16,4,0,0,0,0,3,0,1
9350,UID09350,0,63,32,52,5,5,1,0,2,5,4,1,4
9351,UID09351,12,19,2,2,0,14,24,5,10,0,48,14,23
9352,UID09352,17,0,6,3,0,0,88,31,4,0,4,6,23
9353,UID09353,27,1,5,4,16,0,28,10,11,0,13,12,35
9354,UID09354,0,57,16,7,10,50,0,0,0,0,5,0,0
9355,UID09355,0,23,39,123,9,1,2,0,0,0,1,0,5
9356,UID09356,0,32,80,36,6,6,1,0,1,9,0,4,2
9357,UID09357,0,74,34,47,10,11,2,0,2,4,0,0,0
9358,UID09358,0,32,71,30,2,2,0,0,2,7,0,8,3
9359,UID09359,0,84,35,52,10,3,4,0,0,5,0,0,3
9360,UID09360,28,4,5,4,0,0,101,22,5,0,11,1,34
9361,UID09361,27,2,5,2,15,0,31,3,21,0,9,16,32
9362,UID09362,24,0,3,2,0,0,84,30,4,0,4,5,22
9363,UID09363,0,73,18,9,9,64,0,0,0,0,1,0,0
9364,UID09364,19,1,2,1,0,0,29,6,16,0,19,11,42
9365,UID09365,21,1,20,3,0,0,20,6,39,0,13,37,19
9366,UID09366,0,12,35,22,5,2,17,3,0,52,1,0,0
9367,UID09367,0,74,29,39,9,6,3,0,1,8,2,0,2
9368,UID09368,61,25,41,20,14,6,3,0,0,0,2,0,1
9369,UID09369,64,24,32,16,17,10,0,0,1,0,1,0,0
9370,UID09370,0,27,28,111,9,1,2,0,0,0,0,0,3
9371,UID09371,5,0,0,2,0,0,41,0,32,0,2,2,99
9372,UID09372,122,4,2,0,0,0,18,1,24,0,7,11,2
9373,UID09373,26,2,6,9,21,0,24,4,10,0,15,13,29
9374,UID09374,9,0,3,1,0,0,29,0,16,0,11,9,75
9375,UID09375,20,1,8,4,13,0,24,1,18,0,19,10,30
9376,UID09376,23,1,18,3,0,0,17,7,39,0,8,38,22
9377,UID09377,0,12,28,19,6,2,18,0,0,49,0,0,0
9378,UID09378,21,0,1,29,3,0,10,2,15,0,12,12,80
9379,UID09379,0,22,41,121,10,0,1,0,0,0,4,0,1
9380,UID09380,0,21,20,113,9,1,3,0,0,0,3,0,0
9381,UID09381,73,26,45,33,14,6,1,0,0,0,2,0,3
9382,UID09382,131,3,2,0,0,0,13,4,11,0,11,16,8
9383,UID09383,0,32,83,25,6,4,1,0,0,4,0,12,1
9384,UID09384,131,4,0,0,0,0,19,0,19,0,5,11,5
9385,UID09385,67,20,40,25,8,4,3,0,0,0,2,0,2
9386,UID09386,32,0,13,5,0,0,16,4,52,0,7,33,18
9387,UID09387,14,12,1,0,0,20,14,4,12,0,56,9,30
9388,UID09388,0,11,32,17,8,5,19,2,0,36,2,0,0
9389,UID09389,138,2,2,0,0,0,16,2,15,0,6,7,2
9390,UID09390,0,72,13,10,11,62,0,0,1,0,2,0,0
9391,UID09391,0,12,24,22,11,4,27,1,1,46,0,0,1
9392,UID09392,0,22,34,96,4,2,1,0,0,2,0,0,2
9393,UID09393,0,21,33,123,8,1,2,0,0,2,0,0,2
9394,UID09394,0,76,34,47,10,3,1,0,0,4,3,0,4
9395,UID09395,0,87,27,41,10,4,1,0,1,11,1,0,2
9396,UID09396,156,0,2,0,0,0,18,1,11,0,6,10,4
9397,UID09397,24,1,8,2,0,0,83,40,4,0,6,3,31
9398,UID09398,36,3,9,3,0,0,29,5,17,0,17,12,56
9399,UID09399,0,37,86,19,3,3,1,0,1,5,0,4,3
9400,UID09400,0,27,87,19,4,2,0,0,2,10,0,4,1
9401,UID09401,146,4,0,0,0,0,13,0,12,0,4,12,2
9402,UID09402,0,20,30,104,7,1,1,0,0,0,2,0,2
9403,UID09403,0,93,31,47,7,2,1,0,2,6,0,0,2
9404,UID09404,0,25,38,110,8,0,1,0,1,0,0,0,1
9405,UID09405,0,91,18,43,12,1,2,0,0,8,2,0,6
9406,UID09406,12,0,1,2,0,0,31,2,28,0,15,13,57
9407,UID09407,26,2,16,4,0,0,14,7,32,0,13,38,30
9408,UID09408,27,1,4,0,2,0,38,6,21,0,17,11,43
9409,UID09409,136,4,1,0,0,0,13,1,13,0,10,5,4
9410,UID09410,76,32,40,16,10,7,2,0,0,0,0,1,1
9411,UID09411,0,50,34,38,45,4,0,0,0,0,4,0,1
9412,UID09412,26,0,7,23,0,0,9,2,7,0,17,13,75
9413,UID09413,0,141,2,43,0,2,0,0,0,1,0,0,3
9414,UID09414,23,1,9,26,1,0,7,8,10,0,12,9,68
9415,UID09415,0,47,31,39,54,5,1,0,0,3,0,0,1
9416,UID09416,14,15,2,4,2,29,21,7,13,0,49,11,22
9417,UID09417,0,17,22,91,12,1,3,0,0,0,2,1,3
9418,UID09418,0,50,21,8,9,52,0,0,0,0,1,0,0
9419,UID09419,14,0,3,19,1,0,8,7,14,0,14,13,84
9420,UID09420,29,2,5,9,12,0,29,4,15,0,18,14,30
9421,UID09421,13,10,3,1,1,19,31,7,12,0,44,4,20
9422,UID09422,0,18,47,22,17,3,23,2,0,40,1,0,0
9423,UID09423,0,18,24,106,9,0,2,0,0,0,1,0,2
9424,UID09424,26,2,6,23,0,0,10,6,15,0,15,11,66
9425,UID09425,0,81,29,36,9,2,0,0,0,7,1,1,4
9426,UID09426,28,2,9,4,13,0,18,1,26,0,7,13,38
9427,UID09427,11,1,6,2,0,0,83,40,3,0,4,10,25
9428,UID09428,19,1,4,0,0,0,29,2,18,0,21,12,65
9429,UID09429,16,1,5,0,0,0,28,2,15,0,12,10,53
9430,UID09430,14,1,0,2,0,0,35,2,28,0,10,6,87
9431,UID09431,27,6,6,1,2,0,34,4,20,0,8,12,49
9432,UID09432,14,1,10,1,0,0,27,3,46,0,6,34,18
9433,UID09433,0,26,29,87,12,0,2,0,0,1,1,0,4
9434,UID09434,20,0,3,3,1,0,97,33,2,0,11,5,17
9435,UID09435,23,0,17,7,1,0,28,5,52,0,6,42,25
9436,UID09436,20,1,5,2,0,0,88,33,2,0,8,3,21
9437,UID09437,18,0,8,30,1,0,13,5,12,0,16,16,67
9438,UID09438,0,86,22,8,13,66,0,0,0,0,5,1,0
9439,UID09439,13,25,3,2,1,17,24,7,12,0,54,8,22
9440,UID09440,13,19,4,6,1,18,18,7,13,0,57,4,25
9441,UID09441,25,0,25,2,0,0,19,3,44,0,12,30,22
9442,UID09442,12,1,1,1,0,0,26,0,17,0,19,9,66
9443,UID09443,29,0,26,7,0,0,28,5,45,0,9,33,19
9444,UID09444,17,6,10,3,0,0,36,4,30,0,13,16,59
9445,UID09445,0,22,35,101,11,1,2,0,0,1,0,0,1
9446,UID09446,54,19,40,16,17,3,2,0,1,0,3,0,3
9447,UID09447,25,1,5,22,0,0,7,5,9,0,13,14,58
9448,UID09448,0,73,34,51,11,2,1,0,0,4,3,0,6
9449,UID09449,0,121,28,55,5,7,2,0,0,3,4,0,3
9450,UID09450,0,42,89,26,2,4,2,0,1,3,0,8,0
9451,UID09451,0,14,33,20,6,6,18,1,1,45,4,0,0
9452,UID09452,137,2,2,0,0,0,22,3,13,0,6,23,2
9453,UID09453,26,1,18,0,0,0,30,4,50,0,9,36,30
9454,UID09454,0,21,29,132,7,2,0,0,0,0,4,0,1
9455,UID09455,21,0,5,4,0,0,81,37,5,0,8,3,20
9456,UID09456,0,47,35,36,44,7,0,0,2,3,0,0,4
9457,UID09457,26,0,5,3,0,0,88,39,3,0,10,5,34
9458,UID09458,16,1,1,0,1,0,34,5,22,0,15,14,65
9459,UID09459,0,29,18,114,11,2,4,0,0,0,3,0,1
9460,UID09460,32,2,5,5,1,0,28,5,17,0,7,10,51
9461,UID09461,0,55,13,8,9,69,0,0,1,0,6,0,0
9462,UID09462,33,0,8,25,0,0,12,2,13,0,18,19,69
9463,UID09463,0,46,42,47,53,9,0,0,0,8,2,0,0
9464,UID09464,19,1,13,6,0,0,19,3,52,0,11,23,18
9465,UID09465,0,65,19,4,17,59,0,0,0,0,7,0,0
9466,UID09466,22,1,6,3,0,0,88,41,3,0,7,2,26
9467,UID09467,0,16,29,129,3,0,1,0,0,0,2,0,2
9468,UID09468,0,32,91,35,2,3,0,0,1,6,0,5,5
9469,UID09469,28,1,7,25,0,0,10,9,17,0,17,16,70
9470,UID09470,13,0,2,2,2,0,29,0,22,0,9,7,69
9471,UID09471,0,65,29,40,4,9,5,0,0,8,3,0,4
9472,UID09472,0,17,33,14,8,9,21,0,1,50,3,1,2
9473,UID09473,25,0,8,19,0,0,13,3,14,0,19,19,65
9474,UID09474,0,46,37,32,49,6,0,0,0,3,3,0,2
9475,UID09475,16,22,0,5,1,21,17,3,18,0,42,10,26
9476,UID09476,28,0,8,2,11,0,26,3,18,0,18,16,45
9477,UID09477,24,1,21,4,0,0,21,5,43,0,11,31,20
9478,UID09478,21,1,6,2,2,0,26,4,16,0,9,15,68
9479,UID09479,0,19,18,18,13,8,19,0,1,52,0,0,0
9480,UID09480,0,70,20,5,10,47,0,0,0,0,4,2,0
9481,UID09481,29,0,3,1,2,0,35,5,20,0,11,12,47
9482,UID09482,29,4,5,1,1,0,41,4,29,0,20,22,51
9483,UID09483,126,1,0,0,0,0,13,2,15,0,8,9,2
9484,UID09484,30,1,6,2,0,0,36,5,20,0,14,15,54
9485,UID09485,0,24,28,127,5,1,1,0,1,0,1,0,2
9486,UID09486,36,2,3,6,1,0,25,3,27,0,12,14,59
9487,UID09487,22,1,7,3,0,0,81,36,7,0,6,5,17
9488,UID09488,128,4,2,0,0,0,5,1,7,0,9,13,9
9489,UID09489,27,1,7,2,16,0,27,8,14,0,14,10,26
9490,UID09490,19,17,1,2,1,11,30,4,19,0,39,5,28
9491,UID09491,0,28,22,107,6,0,3,0,0,0,1,1,6
9492,UID09492,15,16,4,2,0,23,21,10,16,0,54,6,32
9493,UID09493,11,0,6,2,0,0,91,36,5,0,4,9,19
9494,UID09494,0,19,44,115,12,0,1,0,0,0,1,0,3
9495,UID09495,0,13,24,8,6,5,15,4,0,53,2,0,0
9496,UID09496,0,76,28,4,13,57,0,0,0,0,3,0,0
9497,UID09497,0,21,74,20,2,7,1,0,0,4,0,10,0
9498,UID09498,0,81,31,29,9,6,2,0,2,5,1,1,3
9499,UID09499,17,0,6,2,0,0,83,31,5,0,8,5,25
9500,UID09500,33,2,13,3,2,0,18,4,32,0,8,28,16
9501,UID09501,0,44,35,32,50,4,0,0,0,5,1,0,2
9502,UID09502,0,74,29,36,6,2,0,0,2,8,0,0,4
9503,UID09503,0,25,33,107,5,1,4,0,0,0,2,0,0
9504,UID09504,27,1,10,0,0,0,93,41,8,0,7,2,25
9505,UID09505,0,82,24,46,11,1,1,0,3,7,0,0,3
9506,UID09506,0,23,24,102,7,1,2,0,0,0,1,0,2
9507,UID09507,11,0,0,0,0,0,38,0,19,0,6,5,78
9508,UID09508,12,1,0,2,0,0,31,3,20,0,7,5,49
9509,UID09509,20,0,4,2,0,0,78,29,3,0,2,5,23
9510,UID09510,0,66,17,5,11,55,0,0,0,0,4,0,0
9511,UID09511,21,2,18,4,0,0,19,5,51,0,5,26,22
9512,UID09512,66,21,37,15,12,4,1,0,0,0,4,0,3
9513,UID09513,126,1,0,0,0,0,17,1,13,0,12,9,5
9514,UID09514,13,0,0,4,0,0,42,0,28,0,3,0,110
9515,UID09515,65,24,34,16,12,4,2,0,0,0,2,0,2
9516,UID09516,29,0,7,5,0,0,25,3,52,0,10,35,19
9517,UID09517,65,29,38,21,15,3,3,0,0,0,1,0,4
9518,UID09518,82,19,37,25,11,7,4,0,0,0,4,1,2
9519,UID09519,13,19,4,4,1,17,24,9,13,0,57,14,33
9520,UID09520,25,1,20,5,0,0,26,4,41,0,9,38,17
9521,UID09521,0,40,86,26,1,3,0,0,0,5,0,4,1
9522,UID09522,0,68,34,49,8,8,0,0,1,5,3,0,4
9523,UID09523,67,22,34,23,10,10,2,0,0,0,4,0,0
9524,UID09524,118,0,2,0,0,0,14,1,13,0,15,14,2
9525,UID09525,20,1,6,1,0,0,85,27,6,0,8,4,28
9526,UID09526,19,2,7,0,0,0,23,3,23,0,13,12,52
9527,UID09527,28,0,3,16,1,0,15,4,21,0,13,11,56
9528,UID09528,65,19,46,23,7,11,2,0,1,0,2,0,3
9529,UID09529,0,69,31,51,8,8,1,0,0,6,2,2,3
9530,UID09530,29,0,9,22,0,0,9,3,8,0,18,20,75
9531,UID09531,0,19,26,23,9,6,18,4,1,62,1,0,0
9532,UID09532,0,68,13,4,18,70,0,0,0,0,3,0,0
9533,UID09533,0,49,23,44,47,7,0,0,0,7,2,0,2
9534,UID09534,0,66,19,6,12,55,0,0,1,0,1,0,0
9535,UID09535,23,3,4,2,0,0,23,3,41,0,8,33,22
9536,UID09536,25,1,5,3,0,0,97,45,5,0,3,5,20
9537,UID09537,0,26,29,119,10,1,1,0,0,2,0,0,3
9538,UID09538,20,0,8,21,0,0,10,3,17,0,10,6,70
9539,UID09539,20,1,4,3,1,0,23,3,19,0,16,22,49
9540,UID09540,0,66,24,3,13,64,0,1,0,0,3,0,0
9541,UID09541,0,20,38,108,5,0,1,0,1,0,0,0,3
